chromosome_name,external_gene_name,external_transcript_name,transcript_length,description
1,FAM231B,FAM231B-201,510,family with sequence similarity 231 member B [Source:HGNC Symbol;Acc:HGNC:49506]
1,FCRLB,FCRLB-201,1193,Fc receptor like B [Source:HGNC Symbol;Acc:HGNC:26431]
1,FCRLB,FCRLB-202,1172,Fc receptor like B [Source:HGNC Symbol;Acc:HGNC:26431]
1,VANGL1,VANGL1-204,8647,VANGL planar cell polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:15512]
1,VANGL1,VANGL1-201,2265,VANGL planar cell polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:15512]
1,VANGL1,VANGL1-203,2062,VANGL planar cell polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:15512]
1,VANGL1,VANGL1-202,8691,VANGL planar cell polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:15512]
1,SPATA45,SPATA45-201,506,spermatogenesis associated 45 [Source:HGNC Symbol;Acc:HGNC:33709]
1,CNIH4,CNIH4-201,808,cornichon family AMPA receptor auxiliary protein 4 [Source:HGNC Symbol;Acc:HGNC:25013]
1,CNIH4,CNIH4-202,3963,cornichon family AMPA receptor auxiliary protein 4 [Source:HGNC Symbol;Acc:HGNC:25013]
1,CNIH4,CNIH4-203,702,cornichon family AMPA receptor auxiliary protein 4 [Source:HGNC Symbol;Acc:HGNC:25013]
1,CNIH4,CNIH4-205,4125,cornichon family AMPA receptor auxiliary protein 4 [Source:HGNC Symbol;Acc:HGNC:25013]
1,FLVCR1,FLVCR1-202,1108,feline leukemia virus subgroup C cellular receptor 1 [Source:HGNC Symbol;Acc:HGNC:24682]
1,FLVCR1,FLVCR1-201,5939,feline leukemia virus subgroup C cellular receptor 1 [Source:HGNC Symbol;Acc:HGNC:24682]
1,KCNAB2,KCNAB2-207,822,potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]
1,KCNAB2,KCNAB2-206,4201,potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]
1,KCNAB2,KCNAB2-205,1202,potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]
1,KCNAB2,KCNAB2-211,486,potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]
1,KCNAB2,KCNAB2-208,959,potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]
1,KCNAB2,KCNAB2-209,961,potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]
1,KCNAB2,KCNAB2-219,2396,potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]
1,KCNAB2,KCNAB2-201,4273,potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]
1,KCNAB2,KCNAB2-215,536,potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]
1,KCNAB2,KCNAB2-204,4142,potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]
1,KCNAB2,KCNAB2-212,1336,potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]
1,KCNAB2,KCNAB2-214,683,potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]
1,KCNAB2,KCNAB2-203,4165,potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]
1,KCNAB2,KCNAB2-202,4207,potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]
1,ABCB10,ABCB10-201,3857,ATP binding cassette subfamily B member 10 [Source:HGNC Symbol;Acc:HGNC:41]
1,PTPRF,PTPRF-201,7727,"protein tyrosine phosphatase, receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]"
1,PTPRF,PTPRF-209,6377,"protein tyrosine phosphatase, receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]"
1,PTPRF,PTPRF-208,788,"protein tyrosine phosphatase, receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]"
1,PTPRF,PTPRF-204,4154,"protein tyrosine phosphatase, receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]"
1,PTPRF,PTPRF-206,6312,"protein tyrosine phosphatase, receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]"
1,PTPRF,PTPRF-205,4836,"protein tyrosine phosphatase, receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]"
1,PTPRF,PTPRF-203,4600,"protein tyrosine phosphatase, receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]"
1,PTPRF,PTPRF-216,1129,"protein tyrosine phosphatase, receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]"
1,HMGN2,HMGN2-201,1191,high mobility group nucleosomal binding domain 2 [Source:HGNC Symbol;Acc:HGNC:4986]
1,HMGN2,HMGN2-210,1148,high mobility group nucleosomal binding domain 2 [Source:HGNC Symbol;Acc:HGNC:4986]
1,ZRANB2,ZRANB2-202,3078,zinc finger RANBP2-type containing 2 [Source:HGNC Symbol;Acc:HGNC:13058]
1,ZRANB2,ZRANB2-201,2821,zinc finger RANBP2-type containing 2 [Source:HGNC Symbol;Acc:HGNC:13058]
1,ZRANB2,ZRANB2-207,1257,zinc finger RANBP2-type containing 2 [Source:HGNC Symbol;Acc:HGNC:13058]
1,TAF5L,TAF5L-204,2956,TATA-box binding protein associated factor 5 like [Source:HGNC Symbol;Acc:HGNC:17304]
1,TAF5L,TAF5L-203,4062,TATA-box binding protein associated factor 5 like [Source:HGNC Symbol;Acc:HGNC:17304]
1,TAF5L,TAF5L-202,492,TATA-box binding protein associated factor 5 like [Source:HGNC Symbol;Acc:HGNC:17304]
1,TAF5L,TAF5L-201,3112,TATA-box binding protein associated factor 5 like [Source:HGNC Symbol;Acc:HGNC:17304]
1,PPIAL4E,PPIAL4E-201,785,peptidylprolyl isomerase A like 4E [Source:HGNC Symbol;Acc:HGNC:33997]
1,TRMT1L,TRMT1L-201,4392,tRNA methyltransferase 1 like [Source:HGNC Symbol;Acc:HGNC:16782]
1,TRMT1L,TRMT1L-202,735,tRNA methyltransferase 1 like [Source:HGNC Symbol;Acc:HGNC:16782]
1,URB2,URB2-201,5613,URB2 ribosome biogenesis 2 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:28967]
1,URB2,URB2-202,643,URB2 ribosome biogenesis 2 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:28967]
1,ATAD3A,ATAD3A-203,2492,"ATPase family, AAA domain containing 3A [Source:HGNC Symbol;Acc:HGNC:25567]"
1,ATAD3A,ATAD3A-202,2612,"ATPase family, AAA domain containing 3A [Source:HGNC Symbol;Acc:HGNC:25567]"
1,ATAD3A,ATAD3A-201,2330,"ATPase family, AAA domain containing 3A [Source:HGNC Symbol;Acc:HGNC:25567]"
1,ATAD3A,ATAD3A-204,603,"ATPase family, AAA domain containing 3A [Source:HGNC Symbol;Acc:HGNC:25567]"
1,ATAD3A,ATAD3A-207,2332,"ATPase family, AAA domain containing 3A [Source:HGNC Symbol;Acc:HGNC:25567]"
1,NPHP4,NPHP4-201,4994,nephrocystin 4 [Source:HGNC Symbol;Acc:HGNC:19104]
1,NPHP4,NPHP4-211,3004,nephrocystin 4 [Source:HGNC Symbol;Acc:HGNC:19104]
1,VASH2,VASH2-204,1369,vasohibin 2 [Source:HGNC Symbol;Acc:HGNC:25723]
1,VASH2,VASH2-206,4224,vasohibin 2 [Source:HGNC Symbol;Acc:HGNC:25723]
1,VASH2,VASH2-209,581,vasohibin 2 [Source:HGNC Symbol;Acc:HGNC:25723]
1,VASH2,VASH2-203,3572,vasohibin 2 [Source:HGNC Symbol;Acc:HGNC:25723]
1,VASH2,VASH2-205,1206,vasohibin 2 [Source:HGNC Symbol;Acc:HGNC:25723]
1,VASH2,VASH2-211,1068,vasohibin 2 [Source:HGNC Symbol;Acc:HGNC:25723]
1,VASH2,VASH2-202,2960,vasohibin 2 [Source:HGNC Symbol;Acc:HGNC:25723]
1,HHIPL2,HHIPL2-201,2575,HHIP like 2 [Source:HGNC Symbol;Acc:HGNC:25842]
1,ADORA1,ADORA1-201,2896,adenosine A1 receptor [Source:HGNC Symbol;Acc:HGNC:262]
1,ADORA1,ADORA1-204,3407,adenosine A1 receptor [Source:HGNC Symbol;Acc:HGNC:262]
1,ADORA1,ADORA1-203,2219,adenosine A1 receptor [Source:HGNC Symbol;Acc:HGNC:262]
1,ADORA1,ADORA1-202,2919,adenosine A1 receptor [Source:HGNC Symbol;Acc:HGNC:262]
1,ADORA1,ADORA1-209,653,adenosine A1 receptor [Source:HGNC Symbol;Acc:HGNC:262]
1,ADORA1,ADORA1-208,862,adenosine A1 receptor [Source:HGNC Symbol;Acc:HGNC:262]
1,GUK1,GUK1-209,937,guanylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:4693]
1,GUK1,GUK1-207,873,guanylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:4693]
1,GUK1,GUK1-201,1084,guanylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:4693]
1,GUK1,GUK1-208,842,guanylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:4693]
1,GUK1,GUK1-213,656,guanylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:4693]
1,GUK1,GUK1-206,845,guanylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:4693]
1,GUK1,GUK1-205,850,guanylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:4693]
1,GUK1,GUK1-212,865,guanylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:4693]
1,GUK1,GUK1-204,689,guanylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:4693]
1,GUK1,GUK1-211,1012,guanylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:4693]
1,GUK1,GUK1-203,1275,guanylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:4693]
1,GUK1,GUK1-202,940,guanylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:4693]
1,GUK1,GUK1-210,990,guanylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:4693]
1,TFB2M,TFB2M-201,1848,"transcription factor B2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:18559]"
1,SMYD3,SMYD3-218,1458,SET and MYND domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15513]
1,SMYD3,SMYD3-214,1548,SET and MYND domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15513]
1,SMYD3,SMYD3-203,732,SET and MYND domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15513]
1,SMYD3,SMYD3-205,562,SET and MYND domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15513]
1,SMYD3,SMYD3-204,1209,SET and MYND domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15513]
1,SMYD3,SMYD3-206,566,SET and MYND domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15513]
1,BTBD19,BTBD19-203,1572,BTB domain containing 19 [Source:HGNC Symbol;Acc:HGNC:27145]
1,BTBD19,BTBD19-201,1214,BTB domain containing 19 [Source:HGNC Symbol;Acc:HGNC:27145]
1,BEST4,BEST4-201,2047,bestrophin 4 [Source:HGNC Symbol;Acc:HGNC:17106]
1,LUZP1,LUZP1-201,8898,leucine zipper protein 1 [Source:HGNC Symbol;Acc:HGNC:14985]
1,LUZP1,LUZP1-202,3715,leucine zipper protein 1 [Source:HGNC Symbol;Acc:HGNC:14985]
1,LUZP1,LUZP1-204,1190,leucine zipper protein 1 [Source:HGNC Symbol;Acc:HGNC:14985]
1,LUZP1,LUZP1-205,613,leucine zipper protein 1 [Source:HGNC Symbol;Acc:HGNC:14985]
1,LUZP1,LUZP1-203,8421,leucine zipper protein 1 [Source:HGNC Symbol;Acc:HGNC:14985]
1,WNT3A,WNT3A-201,2932,Wnt family member 3A [Source:HGNC Symbol;Acc:HGNC:15983]
1,ARTN,ARTN-203,1943,artemin [Source:HGNC Symbol;Acc:HGNC:727]
1,ARTN,ARTN-204,889,artemin [Source:HGNC Symbol;Acc:HGNC:727]
1,ARTN,ARTN-201,1003,artemin [Source:HGNC Symbol;Acc:HGNC:727]
1,ARTN,ARTN-207,485,artemin [Source:HGNC Symbol;Acc:HGNC:727]
1,ARTN,ARTN-206,402,artemin [Source:HGNC Symbol;Acc:HGNC:727]
1,ARTN,ARTN-209,471,artemin [Source:HGNC Symbol;Acc:HGNC:727]
1,ARTN,ARTN-210,524,artemin [Source:HGNC Symbol;Acc:HGNC:727]
1,ARTN,ARTN-211,1303,artemin [Source:HGNC Symbol;Acc:HGNC:727]
1,ARTN,ARTN-202,1921,artemin [Source:HGNC Symbol;Acc:HGNC:727]
1,ARTN,ARTN-208,477,artemin [Source:HGNC Symbol;Acc:HGNC:727]
1,ARTN,ARTN-205,517,artemin [Source:HGNC Symbol;Acc:HGNC:727]
1,C1QB,C1QB-204,677,complement C1q B chain [Source:HGNC Symbol;Acc:HGNC:1242]
1,C1QB,C1QB-203,1254,complement C1q B chain [Source:HGNC Symbol;Acc:HGNC:1242]
1,C1QB,C1QB-202,977,complement C1q B chain [Source:HGNC Symbol;Acc:HGNC:1242]
1,C1QB,C1QB-201,1044,complement C1q B chain [Source:HGNC Symbol;Acc:HGNC:1242]
1,PRPF3,PRPF3-201,2433,pre-mRNA processing factor 3 [Source:HGNC Symbol;Acc:HGNC:17348]
1,TNNT2,TNNT2-205,1122,"troponin T2, cardiac type [Source:HGNC Symbol;Acc:HGNC:11949]"
1,TNNT2,TNNT2-207,1132,"troponin T2, cardiac type [Source:HGNC Symbol;Acc:HGNC:11949]"
1,TNNT2,TNNT2-206,1007,"troponin T2, cardiac type [Source:HGNC Symbol;Acc:HGNC:11949]"
1,TNNT2,TNNT2-224,1330,"troponin T2, cardiac type [Source:HGNC Symbol;Acc:HGNC:11949]"
1,TNNT2,TNNT2-211,870,"troponin T2, cardiac type [Source:HGNC Symbol;Acc:HGNC:11949]"
1,TNNT2,TNNT2-213,565,"troponin T2, cardiac type [Source:HGNC Symbol;Acc:HGNC:11949]"
1,TNNT2,TNNT2-210,386,"troponin T2, cardiac type [Source:HGNC Symbol;Acc:HGNC:11949]"
1,TNNT2,TNNT2-208,349,"troponin T2, cardiac type [Source:HGNC Symbol;Acc:HGNC:11949]"
1,TNNT2,TNNT2-204,1050,"troponin T2, cardiac type [Source:HGNC Symbol;Acc:HGNC:11949]"
1,TNNT2,TNNT2-202,969,"troponin T2, cardiac type [Source:HGNC Symbol;Acc:HGNC:11949]"
1,TNNT2,TNNT2-201,1098,"troponin T2, cardiac type [Source:HGNC Symbol;Acc:HGNC:11949]"
1,TNNT2,TNNT2-209,1084,"troponin T2, cardiac type [Source:HGNC Symbol;Acc:HGNC:11949]"
1,TNNT2,TNNT2-214,1182,"troponin T2, cardiac type [Source:HGNC Symbol;Acc:HGNC:11949]"
1,TNNT2,TNNT2-203,1083,"troponin T2, cardiac type [Source:HGNC Symbol;Acc:HGNC:11949]"
1,NEK2,NEK2-202,2131,NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745]
1,NEK2,NEK2-201,1865,NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745]
1,NEK2,NEK2-205,1318,NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745]
1,SHISA4,SHISA4-201,1341,shisa family member 4 [Source:HGNC Symbol;Acc:HGNC:27139]
1,FOXD2,FOXD2-201,4675,forkhead box D2 [Source:HGNC Symbol;Acc:HGNC:3803]
1,KCNA10,KCNA10-201,1959,potassium voltage-gated channel subfamily A member 10 [Source:HGNC Symbol;Acc:HGNC:6219]
1,ZNF436,ZNF436-201,4071,zinc finger protein 436 [Source:HGNC Symbol;Acc:HGNC:20814]
1,ZNF436,ZNF436-202,3788,zinc finger protein 436 [Source:HGNC Symbol;Acc:HGNC:20814]
1,SLC16A4,SLC16A4-201,2632,solute carrier family 16 member 4 [Source:HGNC Symbol;Acc:HGNC:10925]
1,SLC16A4,SLC16A4-206,2420,solute carrier family 16 member 4 [Source:HGNC Symbol;Acc:HGNC:10925]
1,SLC16A4,SLC16A4-202,2082,solute carrier family 16 member 4 [Source:HGNC Symbol;Acc:HGNC:10925]
1,SLC16A4,SLC16A4-205,1059,solute carrier family 16 member 4 [Source:HGNC Symbol;Acc:HGNC:10925]
1,SLC16A4,SLC16A4-210,2496,solute carrier family 16 member 4 [Source:HGNC Symbol;Acc:HGNC:10925]
1,SLC16A4,SLC16A4-203,2372,solute carrier family 16 member 4 [Source:HGNC Symbol;Acc:HGNC:10925]
1,KDM1A,KDM1A-201,3033,lysine demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079]
1,KDM1A,KDM1A-202,3059,lysine demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079]
1,KDM1A,KDM1A-203,568,lysine demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079]
1,KDM1A,KDM1A-205,905,lysine demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079]
1,KCNQ4,KCNQ4-201,4099,potassium voltage-gated channel subfamily Q member 4 [Source:HGNC Symbol;Acc:HGNC:6298]
1,KCNQ4,KCNQ4-204,1926,potassium voltage-gated channel subfamily Q member 4 [Source:HGNC Symbol;Acc:HGNC:6298]
1,KCNQ4,KCNQ4-202,2435,potassium voltage-gated channel subfamily Q member 4 [Source:HGNC Symbol;Acc:HGNC:6298]
1,HNRNPU,HNRNPU-210,1069,heterogeneous nuclear ribonucleoprotein U [Source:HGNC Symbol;Acc:HGNC:5048]
1,HNRNPU,HNRNPU-221,1450,heterogeneous nuclear ribonucleoprotein U [Source:HGNC Symbol;Acc:HGNC:5048]
1,HNRNPU,HNRNPU-204,3207,heterogeneous nuclear ribonucleoprotein U [Source:HGNC Symbol;Acc:HGNC:5048]
1,HNRNPU,HNRNPU-219,4546,heterogeneous nuclear ribonucleoprotein U [Source:HGNC Symbol;Acc:HGNC:5048]
1,HNRNPU,HNRNPU-223,4227,heterogeneous nuclear ribonucleoprotein U [Source:HGNC Symbol;Acc:HGNC:5048]
1,HNRNPU,HNRNPU-216,2640,heterogeneous nuclear ribonucleoprotein U [Source:HGNC Symbol;Acc:HGNC:5048]
1,HNRNPU,HNRNPU-214,2698,heterogeneous nuclear ribonucleoprotein U [Source:HGNC Symbol;Acc:HGNC:5048]
1,HNRNPU,HNRNPU-201,3120,heterogeneous nuclear ribonucleoprotein U [Source:HGNC Symbol;Acc:HGNC:5048]
1,HNRNPU,HNRNPU-226,6858,heterogeneous nuclear ribonucleoprotein U [Source:HGNC Symbol;Acc:HGNC:5048]
1,HNRNPU,HNRNPU-205,6827,heterogeneous nuclear ribonucleoprotein U [Source:HGNC Symbol;Acc:HGNC:5048]
1,C1orf228,C1orf228-202,917,chromosome 1 open reading frame 228 [Source:HGNC Symbol;Acc:HGNC:34345]
1,C1orf228,C1orf228-218,1818,chromosome 1 open reading frame 228 [Source:HGNC Symbol;Acc:HGNC:34345]
1,C1orf228,C1orf228-211,836,chromosome 1 open reading frame 228 [Source:HGNC Symbol;Acc:HGNC:34345]
1,C1orf228,C1orf228-214,1063,chromosome 1 open reading frame 228 [Source:HGNC Symbol;Acc:HGNC:34345]
1,C1orf228,C1orf228-216,502,chromosome 1 open reading frame 228 [Source:HGNC Symbol;Acc:HGNC:34345]
1,C1orf228,C1orf228-208,490,chromosome 1 open reading frame 228 [Source:HGNC Symbol;Acc:HGNC:34345]
1,C1orf228,C1orf228-219,1685,chromosome 1 open reading frame 228 [Source:HGNC Symbol;Acc:HGNC:34345]
1,MAST2,MAST2-202,2528,microtubule associated serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:19035]
1,MAST2,MAST2-203,4047,microtubule associated serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:19035]
1,MAST2,MAST2-201,5738,microtubule associated serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:19035]
1,INSL5,INSL5-201,715,insulin like 5 [Source:HGNC Symbol;Acc:HGNC:6088]
1,TCTEX1D1,TCTEX1D1-201,2001,Tctex1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26882]
1,C4BPB,C4BPB-203,978,complement component 4 binding protein beta [Source:HGNC Symbol;Acc:HGNC:1328]
1,C4BPB,C4BPB-205,742,complement component 4 binding protein beta [Source:HGNC Symbol;Acc:HGNC:1328]
1,C4BPB,C4BPB-201,1117,complement component 4 binding protein beta [Source:HGNC Symbol;Acc:HGNC:1328]
1,C4BPB,C4BPB-202,1113,complement component 4 binding protein beta [Source:HGNC Symbol;Acc:HGNC:1328]
1,C4BPB,C4BPB-204,949,complement component 4 binding protein beta [Source:HGNC Symbol;Acc:HGNC:1328]
1,MTF2,MTF2-201,4125,metal response element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:29535]
1,MTF2,MTF2-202,1951,metal response element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:29535]
1,MTF2,MTF2-213,3845,metal response element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:29535]
1,MTF2,MTF2-214,4046,metal response element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:29535]
1,FCRL2,FCRL2-201,2579,Fc receptor like 2 [Source:HGNC Symbol;Acc:HGNC:14875]
1,FCRL2,FCRL2-203,1669,Fc receptor like 2 [Source:HGNC Symbol;Acc:HGNC:14875]
1,FCRL2,FCRL2-205,902,Fc receptor like 2 [Source:HGNC Symbol;Acc:HGNC:14875]
1,UQCRH,UQCRH-201,604,ubiquinol-cytochrome c reductase hinge protein [Source:HGNC Symbol;Acc:HGNC:12590]
1,AMPD1,AMPD1-203,2375,adenosine monophosphate deaminase 1 [Source:HGNC Symbol;Acc:HGNC:468]
1,AMPD1,AMPD1-201,2392,adenosine monophosphate deaminase 1 [Source:HGNC Symbol;Acc:HGNC:468]
1,CNST,CNST-203,5126,"consortin, connexin sorting protein [Source:HGNC Symbol;Acc:HGNC:26486]"
1,CNST,CNST-202,2422,"consortin, connexin sorting protein [Source:HGNC Symbol;Acc:HGNC:26486]"
1,CNST,CNST-201,645,"consortin, connexin sorting protein [Source:HGNC Symbol;Acc:HGNC:26486]"
1,LRRC41,LRRC41-204,892,leucine rich repeat containing 41 [Source:HGNC Symbol;Acc:HGNC:16917]
1,LRRC41,LRRC41-207,4128,leucine rich repeat containing 41 [Source:HGNC Symbol;Acc:HGNC:16917]
1,LRRC41,LRRC41-206,2842,leucine rich repeat containing 41 [Source:HGNC Symbol;Acc:HGNC:16917]
1,LRRC41,LRRC41-201,2947,leucine rich repeat containing 41 [Source:HGNC Symbol;Acc:HGNC:16917]
1,LRRC41,LRRC41-208,2158,leucine rich repeat containing 41 [Source:HGNC Symbol;Acc:HGNC:16917]
1,ETV3L,ETV3L-201,1976,ETS variant 3 like [Source:HGNC Symbol;Acc:HGNC:33834]
1,CTPS1,CTPS1-202,3201,CTP synthase 1 [Source:HGNC Symbol;Acc:HGNC:2519]
1,CTPS1,CTPS1-201,2037,CTP synthase 1 [Source:HGNC Symbol;Acc:HGNC:2519]
1,HTR1D,HTR1D-201,2835,5-hydroxytryptamine receptor 1D [Source:HGNC Symbol;Acc:HGNC:5289]
1,TIPRL,TIPRL-202,3032,TOR signaling pathway regulator [Source:HGNC Symbol;Acc:HGNC:30231]
1,TIPRL,TIPRL-201,727,TOR signaling pathway regulator [Source:HGNC Symbol;Acc:HGNC:30231]
1,WNT4,WNT4-201,3845,Wnt family member 4 [Source:HGNC Symbol;Acc:HGNC:12783]
1,WNT4,WNT4-202,680,Wnt family member 4 [Source:HGNC Symbol;Acc:HGNC:12783]
1,WNT4,WNT4-203,482,Wnt family member 4 [Source:HGNC Symbol;Acc:HGNC:12783]
1,SYT11,SYT11-201,5240,synaptotagmin 11 [Source:HGNC Symbol;Acc:HGNC:19239]
1,ZYG11B,ZYG11B-201,8093,"zyg-11 family member B, cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:25820]"
1,ZYG11B,ZYG11B-202,2294,"zyg-11 family member B, cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:25820]"
1,CACNA1S,CACNA1S-202,5996,calcium voltage-gated channel subunit alpha1 S [Source:HGNC Symbol;Acc:HGNC:1397]
1,CACNA1S,CACNA1S-201,6166,calcium voltage-gated channel subunit alpha1 S [Source:HGNC Symbol;Acc:HGNC:1397]
1,CDC7,CDC7-201,3173,cell division cycle 7 [Source:HGNC Symbol;Acc:HGNC:1745]
1,CDC7,CDC7-202,701,cell division cycle 7 [Source:HGNC Symbol;Acc:HGNC:1745]
1,CDC7,CDC7-203,3313,cell division cycle 7 [Source:HGNC Symbol;Acc:HGNC:1745]
1,COA7,COA7-201,4005,cytochrome c oxidase assembly factor 7 (putative) [Source:HGNC Symbol;Acc:HGNC:25716]
1,BCAN,BCAN-204,600,brevican [Source:HGNC Symbol;Acc:HGNC:23059]
1,BCAN,BCAN-201,3466,brevican [Source:HGNC Symbol;Acc:HGNC:23059]
1,BCAN,BCAN-205,807,brevican [Source:HGNC Symbol;Acc:HGNC:23059]
1,BCAN,BCAN-203,844,brevican [Source:HGNC Symbol;Acc:HGNC:23059]
1,BCAN,BCAN-202,2563,brevican [Source:HGNC Symbol;Acc:HGNC:23059]
1,PSMB4,PSMB4-201,964,proteasome subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:9541]
1,KLF18,KLF18-201,3159,Kruppel like factor 18 [Source:HGNC Symbol;Acc:HGNC:51793]
1,TRIM62,TRIM62-201,3437,tripartite motif containing 62 [Source:HGNC Symbol;Acc:HGNC:25574]
1,TRIM62,TRIM62-204,1638,tripartite motif containing 62 [Source:HGNC Symbol;Acc:HGNC:25574]
1,AL139011.2,AL139011.2-201,2635,
1,AL139011.2,AL139011.2-202,914,
1,SLC30A1,SLC30A1-201,5474,solute carrier family 30 member 1 [Source:HGNC Symbol;Acc:HGNC:11012]
1,TRAF5,TRAF5-201,3972,TNF receptor associated factor 5 [Source:HGNC Symbol;Acc:HGNC:12035]
1,TRAF5,TRAF5-203,1827,TNF receptor associated factor 5 [Source:HGNC Symbol;Acc:HGNC:12035]
1,TRAF5,TRAF5-202,3972,TNF receptor associated factor 5 [Source:HGNC Symbol;Acc:HGNC:12035]
1,RAB25,RAB25-201,1110,"RAB25, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18238]"
1,OAZ3,OAZ3-209,745,ornithine decarboxylase antizyme 3 [Source:HGNC Symbol;Acc:HGNC:8097]
1,OAZ3,OAZ3-201,851,ornithine decarboxylase antizyme 3 [Source:HGNC Symbol;Acc:HGNC:8097]
1,OAZ3,OAZ3-203,729,ornithine decarboxylase antizyme 3 [Source:HGNC Symbol;Acc:HGNC:8097]
1,OAZ3,OAZ3-204,3789,ornithine decarboxylase antizyme 3 [Source:HGNC Symbol;Acc:HGNC:8097]
1,OAZ3,OAZ3-202,890,ornithine decarboxylase antizyme 3 [Source:HGNC Symbol;Acc:HGNC:8097]
1,OAZ3,OAZ3-210,539,ornithine decarboxylase antizyme 3 [Source:HGNC Symbol;Acc:HGNC:8097]
1,OAZ3,OAZ3-206,481,ornithine decarboxylase antizyme 3 [Source:HGNC Symbol;Acc:HGNC:8097]
1,OAZ3,OAZ3-211,708,ornithine decarboxylase antizyme 3 [Source:HGNC Symbol;Acc:HGNC:8097]
1,OAZ3,OAZ3-207,850,ornithine decarboxylase antizyme 3 [Source:HGNC Symbol;Acc:HGNC:8097]
